,COUNTYNAME,STATE,OCCUPATION_LEVEL,TOTALS,MALE,PERCENT_MALE,FEMALE,PERCENT FEMALE
9421,Skagit County,WA,SALES_OFFICE,11081,3506,31.6,7575,68.4
9422,Skamania County,WA,SALES_OFFICE,955,254,26.6,701,73.4
9423,Snohomish County,WA,SALES_OFFICE,84927,30871,36.4,54056,63.6
9424,Spokane County,WA,SALES_OFFICE,54686,21662,39.6,33024,60.4
9425,Stevens County,WA,SALES_OFFICE,3396,1136,33.5,2260,66.5
9426,Thurston County,WA,SALES_OFFICE,27919,10302,36.9,17617,63.1
9427,Wahkiakum County,WA,SALES_OFFICE,258,45,17.4,213,82.6
9428,Walla Walla County,WA,SALES_OFFICE,5672,1893,33.4,3779,66.6
9429,Whatcom County,WA,SALES_OFFICE,22861,8517,37.3,14344,62.7
9430,Whitman County,WA,SALES_OFFICE,3504,1104,31.5,2400,68.5
9431,Yakima County,WA,SALES_OFFICE,18769,6395,34.1,12374,65.9
9432,Barbour County,WV,SALES_OFFICE,1341,281,21,1060,79
9433,Berkeley County,WV,SALES_OFFICE,11895,3736,31.4,8159,68.6
9434,Boone County,WV,SALES_OFFICE,1440,343,23.8,1097,76.2
9435,Braxton County,WV,SALES_OFFICE,1456,485,33.3,971,66.7
9436,Brooke County,WV,SALES_OFFICE,2035,723,35.5,1312,64.5
9437,Cabell County,WV,SALES_OFFICE,9964,3841,38.5,6123,61.5
9438,Calhoun County,WV,SALES_OFFICE,401,93,23.2,308,76.8
9439,Clay County,WV,SALES_OFFICE,384,33,8.6,351,91.4
9440,Doddridge County,WV,SALES_OFFICE,608,208,34.2,400,65.8
9441,Fayette County,WV,SALES_OFFICE,3685,1417,38.5,2268,61.5
9442,Gilmer County,WV,SALES_OFFICE,596,135,22.7,461,77.3
9443,Grant County,WV,SALES_OFFICE,873,227,26,646,74
9444,Greenbrier County,WV,SALES_OFFICE,2690,845,31.4,1845,68.6
9445,Hampshire County,WV,SALES_OFFICE,1551,556,35.8,995,64.2
9446,Hancock County,WV,SALES_OFFICE,2948,844,28.6,2104,71.4
9447,Hardy County,WV,SALES_OFFICE,1117,295,26.4,822,73.6
9448,Harrison County,WV,SALES_OFFICE,6694,2696,40.3,3998,59.7
9449,Jackson County,WV,SALES_OFFICE,2569,783,30.5,1786,69.5
9450,Jefferson County,WV,SALES_OFFICE,5032,1794,35.7,3238,64.3
9451,Kanawha County,WV,SALES_OFFICE,20263,7423,36.6,12840,63.4
9452,Lewis County,WV,SALES_OFFICE,1547,637,41.2,910,58.8
9453,Lincoln County,WV,SALES_OFFICE,1773,584,32.9,1189,67.1
9454,Logan County,WV,SALES_OFFICE,2527,826,32.7,1701,67.3
9455,McDowell County,WV,SALES_OFFICE,833,182,21.8,651,78.2
9456,Marion County,WV,SALES_OFFICE,5245,1844,35.2,3401,64.8
9457,Marshall County,WV,SALES_OFFICE,2354,793,33.7,1561,66.3
9458,Mason County,WV,SALES_OFFICE,1559,339,21.7,1220,78.3
9459,Mercer County,WV,SALES_OFFICE,5859,1788,30.5,4071,69.5
9460,Mineral County,WV,SALES_OFFICE,2377,714,30,1663,70
9461,Mingo County,WV,SALES_OFFICE,1135,221,19.5,914,80.5
9462,Monongalia County,WV,SALES_OFFICE,9816,4086,41.6,5730,58.4
9463,Monroe County,WV,SALES_OFFICE,1044,260,24.9,784,75.1
9464,Morgan County,WV,SALES_OFFICE,1559,492,31.6,1067,68.4
9465,Nicholas County,WV,SALES_OFFICE,2645,840,31.8,1805,68.2
9466,Ohio County,WV,SALES_OFFICE,4482,1519,33.9,2963,66.1
9467,Pendleton County,WV,SALES_OFFICE,398,135,33.9,263,66.1
9468,Pleasants County,WV,SALES_OFFICE,524,180,34.4,344,65.6
9469,Pocahontas County,WV,SALES_OFFICE,682,170,24.9,512,75.1
9470,Preston County,WV,SALES_OFFICE,2713,510,18.8,2203,81.2
9471,Putnam County,WV,SALES_OFFICE,6172,2340,37.9,3832,62.1
9472,Raleigh County,WV,SALES_OFFICE,7744,2934,37.9,4810,62.1
9473,Randolph County,WV,SALES_OFFICE,2191,647,29.5,1544,70.5
9474,Ritchie County,WV,SALES_OFFICE,706,198,28,508,72
9475,Roane County,WV,SALES_OFFICE,873,268,30.7,605,69.3
9476,Summers County,WV,SALES_OFFICE,812,254,31.3,558,68.7
9477,Taylor County,WV,SALES_OFFICE,1615,502,31.1,1113,68.9
9478,Tucker County,WV,SALES_OFFICE,427,110,25.8,317,74.2
9479,Tyler County,WV,SALES_OFFICE,668,274,41,394,59
9480,Upshur County,WV,SALES_OFFICE,1877,722,38.5,1155,61.5
9481,Wayne County,WV,SALES_OFFICE,2878,966,33.6,1912,66.4
9482,Webster County,WV,SALES_OFFICE,531,106,20,425,80
9483,Wetzel County,WV,SALES_OFFICE,1126,278,24.7,848,75.3
9484,Wirt County,WV,SALES_OFFICE,431,69,16,362,84
9485,Wood County,WV,SALES_OFFICE,8975,2990,33.3,5985,66.7
9486,Wyoming County,WV,SALES_OFFICE,1128,285,25.3,843,74.7
9487,Adams County,WI,SALES_OFFICE,1589,478,30.1,1111,69.9
9488,Ashland County,WI,SALES_OFFICE,1420,457,32.2,963,67.8
9489,Barron County,WI,SALES_OFFICE,4176,1498,35.9,2678,64.1
9490,Bayfield County,WI,SALES_OFFICE,1241,300,24.2,941,75.8
9491,Brown County,WI,SALES_OFFICE,30944,11281,36.5,19663,63.5
9492,Buffalo County,WI,SALES_OFFICE,1316,380,28.9,936,71.1
9493,Burnett County,WI,SALES_OFFICE,1310,375,28.6,935,71.4
9494,Calumet County,WI,SALES_OFFICE,6063,2148,35.4,3915,64.6
9495,Chippewa County,WI,SALES_OFFICE,6164,2168,35.2,3996,64.8
9496,Clark County,WI,SALES_OFFICE,2518,676,26.8,1842,73.2
9497,Columbia County,WI,SALES_OFFICE,6292,2042,32.5,4250,67.5
9498,Crawford County,WI,SALES_OFFICE,1327,391,29.5,936,70.5
9499,Dane County,WI,SALES_OFFICE,59390,23037,38.8,36353,61.2
9500,Dodge County,WI,SALES_OFFICE,8693,2653,30.5,6040,69.5
9501,Door County,WI,SALES_OFFICE,2769,818,29.5,1951,70.5
9502,Douglas County,WI,SALES_OFFICE,4609,1550,33.6,3059,66.4
9503,Dunn County,WI,SALES_OFFICE,4575,1413,30.9,3162,69.1
9504,Eau Claire County,WI,SALES_OFFICE,12992,4906,37.8,8086,62.2
9505,Florence County,WI,SALES_OFFICE,390,109,27.9,281,72.1
9506,Fond du Lac County,WI,SALES_OFFICE,10807,3539,32.7,7268,67.3
9507,Forest County,WI,SALES_OFFICE,776,221,28.5,555,71.5
9508,Grant County,WI,SALES_OFFICE,5538,1618,29.2,3920,70.8
9509,Green County,WI,SALES_OFFICE,4481,1426,31.8,3055,68.2
9510,Green Lake County,WI,SALES_OFFICE,1786,501,28.1,1285,71.9
9511,Iowa County,WI,SALES_OFFICE,2595,820,31.6,1775,68.4
9512,Iron County,WI,SALES_OFFICE,559,174,31.1,385,68.9
9513,Jackson County,WI,SALES_OFFICE,1845,565,30.6,1280,69.4
9514,Jefferson County,WI,SALES_OFFICE,8995,2999,33.3,5996,66.7
9515,Juneau County,WI,SALES_OFFICE,2454,639,26,1815,74
9516,Kenosha County,WI,SALES_OFFICE,18905,6679,35.3,12226,64.7
9517,Kewaunee County,WI,SALES_OFFICE,1956,604,30.9,1352,69.1
9518,La Crosse County,WI,SALES_OFFICE,13863,5198,37.5,8665,62.5
9519,Lafayette County,WI,SALES_OFFICE,1767,478,27.1,1289,72.9
9520,Langlade County,WI,SALES_OFFICE,1854,612,33,1242,67
9521,Lincoln County,WI,SALES_OFFICE,3127,953,30.5,2174,69.5
9522,Manitowoc County,WI,SALES_OFFICE,7752,2505,32.3,5247,67.7
9523,Marathon County,WI,SALES_OFFICE,16018,5942,37.1,10076,62.9
9524,Marinette County,WI,SALES_OFFICE,3803,1031,27.1,2772,72.9
9525,Marquette County,WI,SALES_OFFICE,1278,340,26.6,938,73.4
9526,Menominee County,WI,SALES_OFFICE,276,43,15.6,233,84.4
9527,Milwaukee County,WI,SALES_OFFICE,96706,33667,34.8,63039,65.2
9528,Monroe County,WI,SALES_OFFICE,4184,1354,32.4,2830,67.6
9529,Oconto County,WI,SALES_OFFICE,3462,1077,31.1,2385,68.9
9530,Oneida County,WI,SALES_OFFICE,3876,1338,34.5,2538,65.5
9531,Outagamie County,WI,SALES_OFFICE,22106,7933,35.9,14173,64.1
9532,Ozaukee County,WI,SALES_OFFICE,9672,3696,38.2,5976,61.8
9533,Pepin County,WI,SALES_OFFICE,728,240,33,488,67
9534,Pierce County,WI,SALES_OFFICE,4747,1298,27.3,3449,72.7
9535,Polk County,WI,SALES_OFFICE,3962,1310,33.1,2652,66.9
9536,Portage County,WI,SALES_OFFICE,8563,3057,35.7,5506,64.3
9537,Price County,WI,SALES_OFFICE,1039,291,28,748,72
9538,Racine County,WI,SALES_OFFICE,20196,6049,30,14147,70
9539,Richland County,WI,SALES_OFFICE,1539,411,26.7,1128,73.3
9540,Rock County,WI,SALES_OFFICE,16291,5659,34.7,10632,65.3
9541,Rusk County,WI,SALES_OFFICE,1162,317,27.3,845,72.7
9542,St. Croix County,WI,SALES_OFFICE,10159,3741,36.8,6418,63.2
9543,Sauk County,WI,SALES_OFFICE,6877,2279,33.1,4598,66.9
9544,Sawyer County,WI,SALES_OFFICE,1469,453,30.8,1016,69.2
9545,Shawano County,WI,SALES_OFFICE,3821,1070,28,2751,72
9546,Sheboygan County,WI,SALES_OFFICE,11401,3798,33.3,7603,66.7
9547,Taylor County,WI,SALES_OFFICE,1651,457,27.7,1194,72.3
9548,Trempealeau County,WI,SALES_OFFICE,2580,793,30.7,1787,69.3
9549,Vernon County,WI,SALES_OFFICE,2368,837,35.3,1531,64.7
9550,Vilas County,WI,SALES_OFFICE,2143,756,35.3,1387,64.7
9551,Walworth County,WI,SALES_OFFICE,11333,3740,33,7593,67
9552,Washburn County,WI,SALES_OFFICE,1405,405,28.8,1000,71.2
9553,Washington County,WI,SALES_OFFICE,16684,6101,36.6,10583,63.4
9554,Waukesha County,WI,SALES_OFFICE,49366,20210,40.9,29156,59.1
9555,Waupaca County,WI,SALES_OFFICE,4850,1482,30.6,3368,69.4
9556,Waushara County,WI,SALES_OFFICE,1894,584,30.8,1310,69.2
9557,Winnebago County,WI,SALES_OFFICE,20606,7445,36.1,13161,63.9
9558,Wood County,WI,SALES_OFFICE,7140,2404,33.7,4736,66.3
9559,Albany County,WY,SALES_OFFICE,3950,1211,30.7,2739,69.3
9560,Big Horn County,WY,SALES_OFFICE,1002,238,23.8,764,76.2
9561,Campbell County,WY,SALES_OFFICE,5174,1603,31,3571,69
9562,Carbon County,WY,SALES_OFFICE,1278,315,24.6,963,75.4
9563,Converse County,WY,SALES_OFFICE,1388,282,20.3,1106,79.7
9564,Crook County,WY,SALES_OFFICE,548,85,15.5,463,84.5
9565,Fremont County,WY,SALES_OFFICE,3297,946,28.7,2351,71.3
9566,Goshen County,WY,SALES_OFFICE,981,426,43.4,555,56.6
9567,Hot Springs County,WY,SALES_OFFICE,388,135,34.8,253,65.2
9568,Johnson County,WY,SALES_OFFICE,808,191,23.6,617,76.4
9569,Laramie County,WY,SALES_OFFICE,10106,3287,32.5,6819,67.5
9570,Lincoln County,WY,SALES_OFFICE,1663,333,20,1330,80
9571,Natrona County,WY,SALES_OFFICE,9355,3111,33.3,6244,66.7
9572,Niobrara County,WY,SALES_OFFICE,158,49,31,109,69
9573,Park County,WY,SALES_OFFICE,2808,833,29.7,1975,70.3
9574,Platte County,WY,SALES_OFFICE,940,277,29.5,663,70.5
9575,Sheridan County,WY,SALES_OFFICE,2946,1038,35.2,1908,64.8
9576,Sublette County,WY,SALES_OFFICE,1116,174,15.6,942,84.4
9577,Sweetwater County,WY,SALES_OFFICE,4457,1395,31.3,3062,68.7
9578,Teton County,WY,SALES_OFFICE,2537,1163,45.8,1374,54.2
9579,Uinta County,WY,SALES_OFFICE,1661,531,32,1130,68
9580,Washakie County,WY,SALES_OFFICE,681,185,27.2,496,72.8
9581,Weston County,WY,SALES_OFFICE,522,158,30.3,364,69.7
9582,Adjuntas Municipio,PR,SALES_OFFICE,710,289,40.7,421,59.3
9583,Aguada Municipio,PR,SALES_OFFICE,2649,837,31.6,1812,68.4
9584,Aguadilla Municipio,PR,SALES_OFFICE,3746,1541,41.1,2205,58.9
9585,Aguas Buenas Municipio,PR,SALES_OFFICE,2162,824,38.1,1338,61.9
9586,Aibonito Municipio,PR,SALES_OFFICE,1250,379,30.3,871,69.7
9587,A�asco Municipio,PR,SALES_OFFICE,1990,812,40.8,1178,59.2
9588,Arecibo Municipio,PR,SALES_OFFICE,6660,2539,38.1,4121,61.9
9589,Arroyo Municipio,PR,SALES_OFFICE,787,155,19.7,632,80.3
9590,Barceloneta Municipio,PR,SALES_OFFICE,1806,630,34.9,1176,65.1
9591,Barranquitas Municipio,PR,SALES_OFFICE,1468,476,32.4,992,67.6
9592,Bayam�n Municipio,PR,SALES_OFFICE,20362,7756,38.1,12606,61.9
9593,Cabo Rojo Municipio,PR,SALES_OFFICE,3858,1573,40.8,2285,59.2
9594,Caguas Municipio,PR,SALES_OFFICE,12626,4342,34.4,8284,65.6
9595,Camuy Municipio,PR,SALES_OFFICE,2461,1143,46.4,1318,53.6
9596,Can�vanas Municipio,PR,SALES_OFFICE,4106,1492,36.3,2614,63.7
9597,Carolina Municipio,PR,SALES_OFFICE,17109,5772,33.7,11337,66.3
9598,Cata�o Municipio,PR,SALES_OFFICE,2340,612,26.2,1728,73.8
9599,Cayey Municipio,PR,SALES_OFFICE,3592,1395,38.8,2197,61.2
9600,Ceiba Municipio,PR,SALES_OFFICE,915,298,32.6,617,67.4
9601,Ciales Municipio,PR,SALES_OFFICE,634,135,21.3,499,78.7
9602,Cidra Municipio,PR,SALES_OFFICE,3700,1305,35.3,2395,64.7
9603,Coamo Municipio,PR,SALES_OFFICE,2529,831,32.9,1698,67.1
9604,Comer�o Municipio,PR,SALES_OFFICE,1411,509,36.1,902,63.9
9605,Corozal Municipio,PR,SALES_OFFICE,1906,741,38.9,1165,61.1
9606,Culebra Municipio,PR,SALES_OFFICE,90,36,40,54,60
9607,Dorado Municipio,PR,SALES_OFFICE,3074,1265,41.2,1809,58.8
9608,Fajardo Municipio,PR,SALES_OFFICE,2240,555,24.8,1685,75.2
9609,Florida Municipio,PR,SALES_OFFICE,1027,558,54.3,469,45.7
9610,Gu�nica Municipio,PR,SALES_OFFICE,696,203,29.2,493,70.8
9611,Guayama Municipio,PR,SALES_OFFICE,2006,805,40.1,1201,59.9
9612,Guayanilla Municipio,PR,SALES_OFFICE,889,284,31.9,605,68.1
9613,Guaynabo Municipio,PR,SALES_OFFICE,9293,3627,39,5666,61
9614,Gurabo Municipio,PR,SALES_OFFICE,4224,1817,43,2407,57
9615,Hatillo Municipio,PR,SALES_OFFICE,2894,1197,41.4,1697,58.6
9616,Hormigueros Municipio,PR,SALES_OFFICE,1723,558,32.4,1165,67.6
9617,Humacao Municipio,PR,SALES_OFFICE,3587,1326,37,2261,63
9618,Isabela Municipio,PR,SALES_OFFICE,2725,1075,39.4,1650,60.6
9619,Jayuya Municipio,PR,SALES_OFFICE,549,195,35.5,354,64.5
9620,Juana D�az Municipio,PR,SALES_OFFICE,3772,1331,35.3,2441,64.7
9621,Juncos Municipio,PR,SALES_OFFICE,2733,966,35.3,1767,64.7
9622,Lajas Municipio,PR,SALES_OFFICE,1372,575,41.9,797,58.1
9623,Lares Municipio,PR,SALES_OFFICE,1288,568,44.1,720,55.9
9624,Las Mar�as Municipio,PR,SALES_OFFICE,576,229,39.8,347,60.2
9625,Las Piedras Municipio,PR,SALES_OFFICE,2923,1112,38,1811,62
9626,Lo�za Municipio,PR,SALES_OFFICE,1901,529,27.8,1372,72.2
9627,Luquillo Municipio,PR,SALES_OFFICE,1305,435,33.3,870,66.7
9628,Manat� Municipio,PR,SALES_OFFICE,2836,1176,41.5,1660,58.5
9629,Maricao Municipio,PR,SALES_OFFICE,162,85,52.5,77,47.5
9630,Maunabo Municipio,PR,SALES_OFFICE,552,280,50.7,272,49.3
9631,Mayag�ez Municipio,PR,SALES_OFFICE,5309,1774,33.4,3535,66.6
9632,Moca Municipio,PR,SALES_OFFICE,2272,896,39.4,1376,60.6
9633,Morovis Municipio,PR,SALES_OFFICE,1706,678,39.7,1028,60.3
9634,Naguabo Municipio,PR,SALES_OFFICE,1247,429,34.4,818,65.6
9635,Naranjito Municipio,PR,SALES_OFFICE,2483,963,38.8,1520,61.2
9636,Orocovis Municipio,PR,SALES_OFFICE,1227,564,46,663,54
9637,Patillas Municipio,PR,SALES_OFFICE,847,248,29.3,599,70.7
9638,Pe�uelas Municipio,PR,SALES_OFFICE,1020,333,32.6,687,67.4
9639,Ponce Municipio,PR,SALES_OFFICE,10291,3976,38.6,6315,61.4
9640,Quebradillas Municipio,PR,SALES_OFFICE,1656,691,41.7,965,58.3
9641,Rinc�n Municipio,PR,SALES_OFFICE,1067,360,33.7,707,66.3
9642,R�o Grande Municipio,PR,SALES_OFFICE,4564,1403,30.7,3161,69.3
9643,Sabana Grande Municipio,PR,SALES_OFFICE,1237,290,23.4,947,76.6
9644,Salinas Municipio,PR,SALES_OFFICE,1820,565,31,1255,69
9645,San Germ�n Municipio,PR,SALES_OFFICE,2077,771,37.1,1306,62.9
9646,San Juan Municipio,PR,SALES_OFFICE,32427,12813,39.5,19614,60.5
9647,San Lorenzo Municipio,PR,SALES_OFFICE,2855,970,34,1885,66
9648,San Sebasti�n Municipio,PR,SALES_OFFICE,2290,867,37.9,1423,62.1
9649,Santa Isabel Municipio,PR,SALES_OFFICE,1242,467,37.6,775,62.4
9650,Toa Alta Municipio,PR,SALES_OFFICE,8456,3155,37.3,5301,62.7
9651,Toa Baja Municipio,PR,SALES_OFFICE,8520,2793,32.8,5727,67.2
9652,Trujillo Alto Municipio,PR,SALES_OFFICE,8568,3155,36.8,5413,63.2
9653,Utuado Municipio,PR,SALES_OFFICE,1709,454,26.6,1255,73.4
9654,Vega Alta Municipio,PR,SALES_OFFICE,2644,985,37.3,1659,62.7
9655,Vega Baja Municipio,PR,SALES_OFFICE,3476,1258,36.2,2218,63.8
9656,Vieques Municipio,PR,SALES_OFFICE,423,160,37.8,263,62.2
9657,Villalba Municipio,PR,SALES_OFFICE,1388,447,32.2,941,67.8
9658,Yabucoa Municipio,PR,SALES_OFFICE,1700,409,24.1,1291,75.9
9659,Yauco Municipio,PR,SALES_OFFICE,2085,732,35.1,1353,64.9
9660,Autauga County,AL,CONSTRUCTION_NATURAL_RESOURCES,1988,1950,98.1,38,1.9
9661,Baldwin County,AL,CONSTRUCTION_NATURAL_RESOURCES,9134,8533,93.4,601,6.6
9662,Barbour County,AL,CONSTRUCTION_NATURAL_RESOURCES,1138,1092,96,46,4
9663,Bibb County,AL,CONSTRUCTION_NATURAL_RESOURCES,1413,1322,93.6,91,6.4
9664,Blount County,AL,CONSTRUCTION_NATURAL_RESOURCES,3359,3268,97.3,91,2.7
9665,Bullock County,AL,CONSTRUCTION_NATURAL_RESOURCES,415,406,97.8,9,2.2
9666,Butler County,AL,CONSTRUCTION_NATURAL_RESOURCES,914,792,86.7,122,13.3
9667,Calhoun County,AL,CONSTRUCTION_NATURAL_RESOURCES,5034,4724,93.8,310,6.2
9668,Chambers County,AL,CONSTRUCTION_NATURAL_RESOURCES,1474,1384,93.9,90,6.1
9669,Cherokee County,AL,CONSTRUCTION_NATURAL_RESOURCES,1277,1250,97.9,27,2.1
9670,Chilton County,AL,CONSTRUCTION_NATURAL_RESOURCES,3183,2965,93.2,218,6.8
9671,Choctaw County,AL,CONSTRUCTION_NATURAL_RESOURCES,731,712,97.4,19,2.6
9672,Clarke County,AL,CONSTRUCTION_NATURAL_RESOURCES,1060,1006,94.9,54,5.1
9673,Clay County,AL,CONSTRUCTION_NATURAL_RESOURCES,678,662,97.6,16,2.4
9674,Cleburne County,AL,CONSTRUCTION_NATURAL_RESOURCES,935,901,96.4,34,3.6
9675,Coffee County,AL,CONSTRUCTION_NATURAL_RESOURCES,2759,2582,93.6,177,6.4
9676,Colbert County,AL,CONSTRUCTION_NATURAL_RESOURCES,2513,2394,95.3,119,4.7
9677,Conecuh County,AL,CONSTRUCTION_NATURAL_RESOURCES,453,430,94.9,23,5.1
9678,Coosa County,AL,CONSTRUCTION_NATURAL_RESOURCES,609,583,95.7,26,4.3
9679,Covington County,AL,CONSTRUCTION_NATURAL_RESOURCES,2389,2305,96.5,84,3.5
9680,Crenshaw County,AL,CONSTRUCTION_NATURAL_RESOURCES,760,736,96.8,24,3.2
9681,Cullman County,AL,CONSTRUCTION_NATURAL_RESOURCES,5048,4858,96.2,190,3.8
9682,Dale County,AL,CONSTRUCTION_NATURAL_RESOURCES,2338,2255,96.4,83,3.6
9683,Dallas County,AL,CONSTRUCTION_NATURAL_RESOURCES,1206,1050,87.1,156,12.9
9684,DeKalb County,AL,CONSTRUCTION_NATURAL_RESOURCES,3522,3439,97.6,83,2.4
9685,Elmore County,AL,CONSTRUCTION_NATURAL_RESOURCES,3557,3480,97.8,77,2.2
9686,Escambia County,AL,CONSTRUCTION_NATURAL_RESOURCES,1304,1275,97.8,29,2.2
9687,Etowah County,AL,CONSTRUCTION_NATURAL_RESOURCES,3857,3646,94.5,211,5.5
9688,Fayette County,AL,CONSTRUCTION_NATURAL_RESOURCES,711,699,98.3,12,1.7
9689,Franklin County,AL,CONSTRUCTION_NATURAL_RESOURCES,1617,1521,94.1,96,5.9
9690,Geneva County,AL,CONSTRUCTION_NATURAL_RESOURCES,1925,1813,94.2,112,5.8
9691,Greene County,AL,CONSTRUCTION_NATURAL_RESOURCES,166,166,100,0,0
9692,Hale County,AL,CONSTRUCTION_NATURAL_RESOURCES,572,560,97.9,12,2.1
9693,Henry County,AL,CONSTRUCTION_NATURAL_RESOURCES,641,603,94.1,38,5.9
9694,Houston County,AL,CONSTRUCTION_NATURAL_RESOURCES,4325,4166,96.3,159,3.7
9695,Jackson County,AL,CONSTRUCTION_NATURAL_RESOURCES,2381,2335,98.1,46,1.9
9696,Jefferson County,AL,CONSTRUCTION_NATURAL_RESOURCES,22443,21126,94.1,1317,5.9
9697,Lamar County,AL,CONSTRUCTION_NATURAL_RESOURCES,846,801,94.7,45,5.3
9698,Lauderdale County,AL,CONSTRUCTION_NATURAL_RESOURCES,4025,3886,96.5,139,3.5
9699,Lawrence County,AL,CONSTRUCTION_NATURAL_RESOURCES,1829,1741,95.2,88,4.8
9700,Lee County,AL,CONSTRUCTION_NATURAL_RESOURCES,5689,5579,98.1,110,1.9
9701,Limestone County,AL,CONSTRUCTION_NATURAL_RESOURCES,4386,4195,95.6,191,4.4
9702,Lowndes County,AL,CONSTRUCTION_NATURAL_RESOURCES,379,361,95.3,18,4.7
9703,Macon County,AL,CONSTRUCTION_NATURAL_RESOURCES,546,512,93.8,34,6.2
9704,Madison County,AL,CONSTRUCTION_NATURAL_RESOURCES,10706,10331,96.5,375,3.5
9705,Marengo County,AL,CONSTRUCTION_NATURAL_RESOURCES,833,744,89.3,89,10.7
9706,Marion County,AL,CONSTRUCTION_NATURAL_RESOURCES,1496,1362,91,134,9
9707,Marshall County,AL,CONSTRUCTION_NATURAL_RESOURCES,4556,4242,93.1,314,6.9
9708,Mobile County,AL,CONSTRUCTION_NATURAL_RESOURCES,17672,16670,94.3,1002,5.7
9709,Monroe County,AL,CONSTRUCTION_NATURAL_RESOURCES,911,874,95.9,37,4.1
9710,Montgomery County,AL,CONSTRUCTION_NATURAL_RESOURCES,5433,5283,97.2,150,2.8
9711,Morgan County,AL,CONSTRUCTION_NATURAL_RESOURCES,5622,5363,95.4,259,4.6
9712,Perry County,AL,CONSTRUCTION_NATURAL_RESOURCES,174,143,82.2,31,17.8
9713,Pickens County,AL,CONSTRUCTION_NATURAL_RESOURCES,845,815,96.4,30,3.6
9714,Pike County,AL,CONSTRUCTION_NATURAL_RESOURCES,1031,900,87.3,131,12.7
9715,Randolph County,AL,CONSTRUCTION_NATURAL_RESOURCES,1003,929,92.6,74,7.4
9716,Russell County,AL,CONSTRUCTION_NATURAL_RESOURCES,2428,2413,99.4,15,0.6
9717,St. Clair County,AL,CONSTRUCTION_NATURAL_RESOURCES,4820,4537,94.1,283,5.9
9718,Shelby County,AL,CONSTRUCTION_NATURAL_RESOURCES,7982,7684,96.3,298,3.7
9719,Sumter County,AL,CONSTRUCTION_NATURAL_RESOURCES,199,188,94.5,11,5.5
9720,Talladega County,AL,CONSTRUCTION_NATURAL_RESOURCES,3225,3043,94.4,182,5.6
9721,Tallapoosa County,AL,CONSTRUCTION_NATURAL_RESOURCES,1878,1812,96.5,66,3.5
9722,Tuscaloosa County,AL,CONSTRUCTION_NATURAL_RESOURCES,7939,7681,96.8,258,3.2
9723,Walker County,AL,CONSTRUCTION_NATURAL_RESOURCES,3734,3598,96.4,136,3.6
9724,Washington County,AL,CONSTRUCTION_NATURAL_RESOURCES,991,943,95.2,48,4.8
9725,Wilcox County,AL,CONSTRUCTION_NATURAL_RESOURCES,243,243,100,0,0
9726,Winston County,AL,CONSTRUCTION_NATURAL_RESOURCES,1153,1058,91.8,95,8.2
9727,Aleutians East Borough,AK,CONSTRUCTION_NATURAL_RESOURCES,362,328,90.6,34,9.4
9728,Aleutians West Census Area,AK,CONSTRUCTION_NATURAL_RESOURCES,596,557,93.5,39,6.5
9729,Anchorage Municipality,AK,CONSTRUCTION_NATURAL_RESOURCES,13061,12389,94.9,672,5.1
9730,Bethel Census Area,AK,CONSTRUCTION_NATURAL_RESOURCES,589,578,98.1,11,1.9
9731,Bristol Bay Borough,AK,CONSTRUCTION_NATURAL_RESOURCES,76,73,96.1,3,3.9
9732,Denali Borough,AK,CONSTRUCTION_NATURAL_RESOURCES,160,151,94.4,9,5.6
9733,Dillingham Census Area,AK,CONSTRUCTION_NATURAL_RESOURCES,199,194,97.5,5,2.5
9734,Fairbanks North Star Borough,AK,CONSTRUCTION_NATURAL_RESOURCES,6549,6054,92.4,495,7.6
9735,Haines Borough,AK,CONSTRUCTION_NATURAL_RESOURCES,151,149,98.7,2,1.3
9736,Hoonah-Angoon Census Area,AK,CONSTRUCTION_NATURAL_RESOURCES,188,180,95.7,8,4.3
9737,Juneau City and Borough,AK,CONSTRUCTION_NATURAL_RESOURCES,1903,1726,90.7,177,9.3
9738,Kenai Peninsula Borough,AK,CONSTRUCTION_NATURAL_RESOURCES,3780,3592,95,188,5
9739,Ketchikan Gateway Borough,AK,CONSTRUCTION_NATURAL_RESOURCES,838,807,96.3,31,3.7
9740,Kodiak Island Borough,AK,CONSTRUCTION_NATURAL_RESOURCES,985,940,95.4,45,4.6
9741,Kusilvak Census Area,AK,CONSTRUCTION_NATURAL_RESOURCES,240,233,97.1,7,2.9
9742,Lake and Peninsula Borough,AK,CONSTRUCTION_NATURAL_RESOURCES,105,99,94.3,6,5.7
9743,Matanuska-Susitna Borough,AK,CONSTRUCTION_NATURAL_RESOURCES,7600,7367,96.9,233,3.1
9744,Nome Census Area,AK,CONSTRUCTION_NATURAL_RESOURCES,284,277,97.5,7,2.5
9745,North Slope Borough,AK,CONSTRUCTION_NATURAL_RESOURCES,884,825,93.3,59,6.7
9746,Northwest Arctic Borough,AK,CONSTRUCTION_NATURAL_RESOURCES,343,333,97.1,10,2.9
9747,Petersburg Borough,AK,CONSTRUCTION_NATURAL_RESOURCES,393,371,94.4,22,5.6
9748,Prince of Wales-Hyder Census Area,AK,CONSTRUCTION_NATURAL_RESOURCES,474,443,93.5,31,6.5
9749,Sitka City and Borough,AK,CONSTRUCTION_NATURAL_RESOURCES,500,456,91.2,44,8.8
