,COUNTYNAME,STATE,EDUCATION_LEVEL,PERCENT TOTAL
9171,Sumter County,AL,EDUCATION_HIGHSCHOOL,37.8
9172,Sumter County,FL,EDUCATION_HIGHSCHOOL,30.2
9173,Sumter County,GA,EDUCATION_HIGHSCHOOL,33.2
9174,Sumter County,SC,EDUCATION_HIGHSCHOOL,31.0
9175,Sunflower County,MS,EDUCATION_HIGHSCHOOL,29.5
9176,Surry County,NC,EDUCATION_HIGHSCHOOL,29.3
9177,Surry County,VA,EDUCATION_HIGHSCHOOL,34.9
9178,Susquehanna County,PA,EDUCATION_HIGHSCHOOL,45.5
9179,Sussex County,DE,EDUCATION_HIGHSCHOOL,32.8
9180,Sussex County,NJ,EDUCATION_HIGHSCHOOL,31.4
9181,Sussex County,VA,EDUCATION_HIGHSCHOOL,41.5
9182,Sutter County,CA,EDUCATION_HIGHSCHOOL,23.9
9183,Sutton County,TX,EDUCATION_HIGHSCHOOL,29.9
9184,Suwannee County,FL,EDUCATION_HIGHSCHOOL,39.3
9185,Swain County,NC,EDUCATION_HIGHSCHOOL,31.1
9186,Sweet Grass County,MT,EDUCATION_HIGHSCHOOL,37.1
9187,Sweetwater County,WY,EDUCATION_HIGHSCHOOL,33.3
9188,Swift County,MN,EDUCATION_HIGHSCHOOL,33.5
9189,Swisher County,TX,EDUCATION_HIGHSCHOOL,31.7
9190,Switzerland County,IN,EDUCATION_HIGHSCHOOL,48.6
9191,Talbot County,GA,EDUCATION_HIGHSCHOOL,44.3
9192,Talbot County,MD,EDUCATION_HIGHSCHOOL,25.6
9193,Taliaferro County,GA,EDUCATION_HIGHSCHOOL,47.8
9194,Talladega County,AL,EDUCATION_HIGHSCHOOL,34.9
9195,Tallahatchie County,MS,EDUCATION_HIGHSCHOOL,31.6
9196,Tallapoosa County,AL,EDUCATION_HIGHSCHOOL,32.9
9197,Tama County,IA,EDUCATION_HIGHSCHOOL,40.0
9198,Taney County,MO,EDUCATION_HIGHSCHOOL,34.0
9199,Tangipahoa Parish,LA,EDUCATION_HIGHSCHOOL,37.8
9200,Taos County,NM,EDUCATION_HIGHSCHOOL,26.3
9201,Tarrant County,TX,EDUCATION_HIGHSCHOOL,24.0
9202,Tate County,MS,EDUCATION_HIGHSCHOOL,32.6
9203,Tattnall County,GA,EDUCATION_HIGHSCHOOL,39.1
9204,Taylor County,FL,EDUCATION_HIGHSCHOOL,43.3
9205,Taylor County,GA,EDUCATION_HIGHSCHOOL,37.5
9206,Taylor County,IA,EDUCATION_HIGHSCHOOL,39.2
9207,Taylor County,KY,EDUCATION_HIGHSCHOOL,39.5
9208,Taylor County,TX,EDUCATION_HIGHSCHOOL,30.1
9209,Taylor County,WI,EDUCATION_HIGHSCHOOL,45.1
9210,Taylor County,WV,EDUCATION_HIGHSCHOOL,46.0
9211,Tazewell County,IL,EDUCATION_HIGHSCHOOL,31.9
9212,Tazewell County,VA,EDUCATION_HIGHSCHOOL,36.3
9213,Tehama County,CA,EDUCATION_HIGHSCHOOL,30.7
9214,Telfair County,GA,EDUCATION_HIGHSCHOOL,45.9
9215,Teller County,CO,EDUCATION_HIGHSCHOOL,25.5
9216,Tensas Parish,LA,EDUCATION_HIGHSCHOOL,47.1
9217,Terrebonne Parish,LA,EDUCATION_HIGHSCHOOL,38.6
9218,Terrell County,GA,EDUCATION_HIGHSCHOOL,31.9
9219,Terrell County,TX,EDUCATION_HIGHSCHOOL,29.0
9220,Terry County,TX,EDUCATION_HIGHSCHOOL,31.6
9221,Teton County,ID,EDUCATION_HIGHSCHOOL,16.2
9222,Teton County,MT,EDUCATION_HIGHSCHOOL,32.4
9223,Teton County,WY,EDUCATION_HIGHSCHOOL,13.2
9224,Texas County,MO,EDUCATION_HIGHSCHOOL,39.9
9225,Texas County,OK,EDUCATION_HIGHSCHOOL,26.1
9226,Thayer County,NE,EDUCATION_HIGHSCHOOL,35.2
9227,Thomas County,GA,EDUCATION_HIGHSCHOOL,30.9
9228,Thomas County,KS,EDUCATION_HIGHSCHOOL,25.5
9229,Thomas County,NE,EDUCATION_HIGHSCHOOL,29.3
9230,Throckmorton County,TX,EDUCATION_HIGHSCHOOL,36.9
9231,Thurston County,NE,EDUCATION_HIGHSCHOOL,32.9
9232,Thurston County,WA,EDUCATION_HIGHSCHOOL,21.3
9233,Tift County,GA,EDUCATION_HIGHSCHOOL,34.5
9234,Tillamook County,OR,EDUCATION_HIGHSCHOOL,31.5
9235,Tillman County,OK,EDUCATION_HIGHSCHOOL,33.6
9236,Tioga County,NY,EDUCATION_HIGHSCHOOL,36.1
9237,Tioga County,PA,EDUCATION_HIGHSCHOOL,45.4
9238,Tippah County,MS,EDUCATION_HIGHSCHOOL,35.9
9239,Tippecanoe County,IN,EDUCATION_HIGHSCHOOL,25.0
9240,Tipton County,IN,EDUCATION_HIGHSCHOOL,41.1
9241,Tipton County,TN,EDUCATION_HIGHSCHOOL,38.5
9242,Tishomingo County,MS,EDUCATION_HIGHSCHOOL,41.0
9243,Titus County,TX,EDUCATION_HIGHSCHOOL,32.7
9244,Toa Alta Municipio,PR,EDUCATION_HIGHSCHOOL,25.1
9245,Toa Baja Municipio,PR,EDUCATION_HIGHSCHOOL,27.7
9246,Todd County,KY,EDUCATION_HIGHSCHOOL,38.8
9247,Todd County,MN,EDUCATION_HIGHSCHOOL,36.4
9248,Todd County,SD,EDUCATION_HIGHSCHOOL,29.5
9249,Tolland County,CT,EDUCATION_HIGHSCHOOL,27.5
9250,Tom Green County,TX,EDUCATION_HIGHSCHOOL,30.5
9251,Tompkins County,NY,EDUCATION_HIGHSCHOOL,19.4
9252,Tooele County,UT,EDUCATION_HIGHSCHOOL,30.3
9253,Toole County,MT,EDUCATION_HIGHSCHOOL,39.1
9254,Toombs County,GA,EDUCATION_HIGHSCHOOL,38.5
9255,Torrance County,NM,EDUCATION_HIGHSCHOOL,36.6
9256,Towner County,ND,EDUCATION_HIGHSCHOOL,32.2
9257,Towns County,GA,EDUCATION_HIGHSCHOOL,30.8
9258,Traill County,ND,EDUCATION_HIGHSCHOOL,25.5
9259,Transylvania County,NC,EDUCATION_HIGHSCHOOL,27.0
9260,Traverse County,MN,EDUCATION_HIGHSCHOOL,34.6
9261,Travis County,TX,EDUCATION_HIGHSCHOOL,16.8
9262,Treasure County,MT,EDUCATION_HIGHSCHOOL,35.6
9263,Trego County,KS,EDUCATION_HIGHSCHOOL,30.6
9264,Trempealeau County,WI,EDUCATION_HIGHSCHOOL,38.8
9265,Treutlen County,GA,EDUCATION_HIGHSCHOOL,38.9
9266,Trigg County,KY,EDUCATION_HIGHSCHOOL,31.3
9267,Trimble County,KY,EDUCATION_HIGHSCHOOL,47.2
9268,Trinity County,CA,EDUCATION_HIGHSCHOOL,33.4
9269,Trinity County,TX,EDUCATION_HIGHSCHOOL,37.5
9270,Tripp County,SD,EDUCATION_HIGHSCHOOL,40.4
9271,Troup County,GA,EDUCATION_HIGHSCHOOL,34.3
9272,Trousdale County,TN,EDUCATION_HIGHSCHOOL,34.8
9273,Trujillo Alto Municipio,PR,EDUCATION_HIGHSCHOOL,25.1
9274,Trumbull County,OH,EDUCATION_HIGHSCHOOL,44.9
9275,Tucker County,WV,EDUCATION_HIGHSCHOOL,49.0
9276,Tulare County,CA,EDUCATION_HIGHSCHOOL,26.0
9277,Tulsa County,OK,EDUCATION_HIGHSCHOOL,25.5
9278,Tunica County,MS,EDUCATION_HIGHSCHOOL,31.1
9279,Tuolumne County,CA,EDUCATION_HIGHSCHOOL,28.4
9280,Turner County,GA,EDUCATION_HIGHSCHOOL,40.4
9281,Turner County,SD,EDUCATION_HIGHSCHOOL,33.1
9282,Tuscaloosa County,AL,EDUCATION_HIGHSCHOOL,29.9
9283,Tuscarawas County,OH,EDUCATION_HIGHSCHOOL,45.7
9284,Tuscola County,MI,EDUCATION_HIGHSCHOOL,41.7
9285,Twiggs County,GA,EDUCATION_HIGHSCHOOL,37.6
9286,Twin Falls County,ID,EDUCATION_HIGHSCHOOL,27.9
9287,Tyler County,TX,EDUCATION_HIGHSCHOOL,44.2
9288,Tyler County,WV,EDUCATION_HIGHSCHOOL,48.7
9289,Tyrrell County,NC,EDUCATION_HIGHSCHOOL,39.3
9290,Uinta County,WY,EDUCATION_HIGHSCHOOL,40.1
9291,Uintah County,UT,EDUCATION_HIGHSCHOOL,35.2
9292,Ulster County,NY,EDUCATION_HIGHSCHOOL,29.8
9293,Umatilla County,OR,EDUCATION_HIGHSCHOOL,28.5
9294,Unicoi County,TN,EDUCATION_HIGHSCHOOL,40.5
9295,Union County,AR,EDUCATION_HIGHSCHOOL,35.2
9296,Union County,FL,EDUCATION_HIGHSCHOOL,37.9
9297,Union County,GA,EDUCATION_HIGHSCHOOL,34.2
9298,Union County,IA,EDUCATION_HIGHSCHOOL,36.3
9299,Union County,IL,EDUCATION_HIGHSCHOOL,33.0
9300,Union County,IN,EDUCATION_HIGHSCHOOL,48.0
9301,Union County,KY,EDUCATION_HIGHSCHOOL,45.9
9302,Union County,MS,EDUCATION_HIGHSCHOOL,31.6
9303,Union County,NC,EDUCATION_HIGHSCHOOL,25.0
9304,Union County,NJ,EDUCATION_HIGHSCHOOL,28.7
9305,Union County,NM,EDUCATION_HIGHSCHOOL,42.1
9306,Union County,OH,EDUCATION_HIGHSCHOOL,34.1
9307,Union County,OR,EDUCATION_HIGHSCHOOL,32.7
9308,Union County,PA,EDUCATION_HIGHSCHOOL,38.8
9309,Union County,SC,EDUCATION_HIGHSCHOOL,39.8
9310,Union County,SD,EDUCATION_HIGHSCHOOL,27.7
9311,Union County,TN,EDUCATION_HIGHSCHOOL,46.0
9312,Union Parish,LA,EDUCATION_HIGHSCHOOL,47.1
9313,Upshur County,TX,EDUCATION_HIGHSCHOOL,34.1
9314,Upshur County,WV,EDUCATION_HIGHSCHOOL,48.0
9315,Upson County,GA,EDUCATION_HIGHSCHOOL,35.9
9316,Upton County,TX,EDUCATION_HIGHSCHOOL,40.1
9317,Utah County,UT,EDUCATION_HIGHSCHOOL,16.3
9318,Utuado Municipio,PR,EDUCATION_HIGHSCHOOL,30.4
9319,Uvalde County,TX,EDUCATION_HIGHSCHOOL,26.9
9320,Val Verde County,TX,EDUCATION_HIGHSCHOOL,23.8
9321,Valdez-Cordova Census Area,AK,EDUCATION_HIGHSCHOOL,32.7
9322,Valencia County,NM,EDUCATION_HIGHSCHOOL,32.8
9323,Valley County,ID,EDUCATION_HIGHSCHOOL,29.9
9324,Valley County,MT,EDUCATION_HIGHSCHOOL,37.4
9325,Valley County,NE,EDUCATION_HIGHSCHOOL,36.3
9326,Van Buren County,AR,EDUCATION_HIGHSCHOOL,43.9
9327,Van Buren County,IA,EDUCATION_HIGHSCHOOL,40.8
9328,Van Buren County,MI,EDUCATION_HIGHSCHOOL,31.9
9329,Van Buren County,TN,EDUCATION_HIGHSCHOOL,49.8
9330,Van Wert County,OH,EDUCATION_HIGHSCHOOL,46.1
9331,Van Zandt County,TX,EDUCATION_HIGHSCHOOL,33.3
9332,Vance County,NC,EDUCATION_HIGHSCHOOL,37.0
9333,Vanderburgh County,IN,EDUCATION_HIGHSCHOOL,32.5
9334,Vega Alta Municipio,PR,EDUCATION_HIGHSCHOOL,28.3
9335,Vega Baja Municipio,PR,EDUCATION_HIGHSCHOOL,23.0
9336,Venango County,PA,EDUCATION_HIGHSCHOOL,48.4
9337,Ventura County,CA,EDUCATION_HIGHSCHOOL,18.9
9338,Vermilion County,IL,EDUCATION_HIGHSCHOOL,41.1
9339,Vermilion Parish,LA,EDUCATION_HIGHSCHOOL,41.9
9340,Vermillion County,IN,EDUCATION_HIGHSCHOOL,44.2
9341,Vernon County,MO,EDUCATION_HIGHSCHOOL,41.9
9342,Vernon County,WI,EDUCATION_HIGHSCHOOL,37.6
9343,Vernon Parish,LA,EDUCATION_HIGHSCHOOL,37.4
9344,Victoria County,TX,EDUCATION_HIGHSCHOOL,30.4
9345,Vieques Municipio,PR,EDUCATION_HIGHSCHOOL,37.3
9346,Vigo County,IN,EDUCATION_HIGHSCHOOL,32.2
9347,Vilas County,WI,EDUCATION_HIGHSCHOOL,31.1
9348,Villalba Municipio,PR,EDUCATION_HIGHSCHOOL,36.7
9349,Vinton County,OH,EDUCATION_HIGHSCHOOL,46.2
9350,Virginia Beach city,VA,EDUCATION_HIGHSCHOOL,21.4
9351,Volusia County,FL,EDUCATION_HIGHSCHOOL,32.2
9352,Wabash County,IL,EDUCATION_HIGHSCHOOL,30.8
9353,Wabash County,IN,EDUCATION_HIGHSCHOOL,42.5
9354,Wabasha County,MN,EDUCATION_HIGHSCHOOL,34.5
9355,Wabaunsee County,KS,EDUCATION_HIGHSCHOOL,34.6
9356,Wadena County,MN,EDUCATION_HIGHSCHOOL,37.2
9357,Wagoner County,OK,EDUCATION_HIGHSCHOOL,32.9
9358,Wahkiakum County,WA,EDUCATION_HIGHSCHOOL,29.2
9359,Wake County,NC,EDUCATION_HIGHSCHOOL,15.4
9360,Wakulla County,FL,EDUCATION_HIGHSCHOOL,35.9
9361,Waldo County,ME,EDUCATION_HIGHSCHOOL,32.6
9362,Walker County,AL,EDUCATION_HIGHSCHOOL,37.1
9363,Walker County,GA,EDUCATION_HIGHSCHOOL,36.2
9364,Walker County,TX,EDUCATION_HIGHSCHOOL,38.6
9365,Walla Walla County,WA,EDUCATION_HIGHSCHOOL,20.6
9366,Wallace County,KS,EDUCATION_HIGHSCHOOL,27.1
9367,Waller County,TX,EDUCATION_HIGHSCHOOL,32.4
9368,Wallowa County,OR,EDUCATION_HIGHSCHOOL,30.1
9369,Walsh County,ND,EDUCATION_HIGHSCHOOL,33.9
9370,Walthall County,MS,EDUCATION_HIGHSCHOOL,45.8
9371,Walton County,FL,EDUCATION_HIGHSCHOOL,27.6
9372,Walton County,GA,EDUCATION_HIGHSCHOOL,37.8
9373,Walworth County,SD,EDUCATION_HIGHSCHOOL,38.5
9374,Walworth County,WI,EDUCATION_HIGHSCHOOL,31.6
9375,Wapello County,IA,EDUCATION_HIGHSCHOOL,35.7
9376,Ward County,ND,EDUCATION_HIGHSCHOOL,31.1
9377,Ward County,TX,EDUCATION_HIGHSCHOOL,35.2
9378,Ware County,GA,EDUCATION_HIGHSCHOOL,40.9
9379,Warren County,GA,EDUCATION_HIGHSCHOOL,42.4
9380,Warren County,IA,EDUCATION_HIGHSCHOOL,30.4
9381,Warren County,IL,EDUCATION_HIGHSCHOOL,32.8
9382,Warren County,IN,EDUCATION_HIGHSCHOOL,43.2
9383,Warren County,KY,EDUCATION_HIGHSCHOOL,28.1
9384,Warren County,MO,EDUCATION_HIGHSCHOOL,38.4
9385,Warren County,MS,EDUCATION_HIGHSCHOOL,31.2
9386,Warren County,NC,EDUCATION_HIGHSCHOOL,34.1
9387,Warren County,NJ,EDUCATION_HIGHSCHOOL,31.5
9388,Warren County,NY,EDUCATION_HIGHSCHOOL,31.8
9389,Warren County,OH,EDUCATION_HIGHSCHOOL,25.9
9390,Warren County,PA,EDUCATION_HIGHSCHOOL,46.1
9391,Warren County,TN,EDUCATION_HIGHSCHOOL,43.0
9392,Warren County,VA,EDUCATION_HIGHSCHOOL,36.0
9393,Warrick County,IN,EDUCATION_HIGHSCHOOL,31.4
9394,Wasatch County,UT,EDUCATION_HIGHSCHOOL,20.4
9395,Wasco County,OR,EDUCATION_HIGHSCHOOL,28.5
9396,Waseca County,MN,EDUCATION_HIGHSCHOOL,35.8
9397,Washakie County,WY,EDUCATION_HIGHSCHOOL,30.3
9398,Washburn County,WI,EDUCATION_HIGHSCHOOL,35.9
9399,Washington County,AL,EDUCATION_HIGHSCHOOL,43.2
9400,Washington County,AR,EDUCATION_HIGHSCHOOL,26.3
9401,Washington County,CO,EDUCATION_HIGHSCHOOL,32.0
9402,Washington County,FL,EDUCATION_HIGHSCHOOL,41.5
9403,Washington County,GA,EDUCATION_HIGHSCHOOL,42.5
9404,Washington County,IA,EDUCATION_HIGHSCHOOL,39.3
9405,Washington County,ID,EDUCATION_HIGHSCHOOL,36.5
9406,Washington County,IL,EDUCATION_HIGHSCHOOL,33.6
9407,Washington County,IN,EDUCATION_HIGHSCHOOL,43.6
9408,Washington County,KS,EDUCATION_HIGHSCHOOL,37.6
9409,Washington County,KY,EDUCATION_HIGHSCHOOL,42.0
9410,Washington County,MD,EDUCATION_HIGHSCHOOL,36.4
9411,Washington County,ME,EDUCATION_HIGHSCHOOL,39.0
9412,Washington County,MN,EDUCATION_HIGHSCHOOL,21.1
9413,Washington County,MO,EDUCATION_HIGHSCHOOL,38.7
9414,Washington County,MS,EDUCATION_HIGHSCHOOL,30.5
9415,Washington County,NC,EDUCATION_HIGHSCHOOL,35.8
9416,Washington County,NE,EDUCATION_HIGHSCHOOL,30.9
9417,Washington County,NY,EDUCATION_HIGHSCHOOL,38.2
9418,Washington County,OH,EDUCATION_HIGHSCHOOL,41.8
9419,Washington County,OK,EDUCATION_HIGHSCHOOL,33.9
9420,Washington County,OR,EDUCATION_HIGHSCHOOL,17.5
9421,Washington County,PA,EDUCATION_HIGHSCHOOL,38.2
9422,Washington County,RI,EDUCATION_HIGHSCHOOL,22.7
9423,Washington County,TN,EDUCATION_HIGHSCHOOL,28.8
9424,Washington County,TX,EDUCATION_HIGHSCHOOL,32.6
9425,Washington County,UT,EDUCATION_HIGHSCHOOL,23.3
9426,Washington County,VA,EDUCATION_HIGHSCHOOL,33.1
9427,Washington County,VT,EDUCATION_HIGHSCHOOL,27.3
9428,Washington County,WI,EDUCATION_HIGHSCHOOL,30.3
9429,Washington Parish,LA,EDUCATION_HIGHSCHOOL,42.8
9430,Washita County,OK,EDUCATION_HIGHSCHOOL,42.9
9431,Washoe County,NV,EDUCATION_HIGHSCHOOL,23.9
9432,Washtenaw County,MI,EDUCATION_HIGHSCHOOL,14.9
9433,Watauga County,NC,EDUCATION_HIGHSCHOOL,20.3
9434,Watonwan County,MN,EDUCATION_HIGHSCHOOL,41.2
9435,Waukesha County,WI,EDUCATION_HIGHSCHOOL,23.1
9436,Waupaca County,WI,EDUCATION_HIGHSCHOOL,42.8
9437,Waushara County,WI,EDUCATION_HIGHSCHOOL,41.8
9438,Wayne County,GA,EDUCATION_HIGHSCHOOL,40.6
9439,Wayne County,IA,EDUCATION_HIGHSCHOOL,44.7
9440,Wayne County,IL,EDUCATION_HIGHSCHOOL,36.3
9441,Wayne County,IN,EDUCATION_HIGHSCHOOL,38.0
9442,Wayne County,KY,EDUCATION_HIGHSCHOOL,37.4
9443,Wayne County,MI,EDUCATION_HIGHSCHOOL,30.0
9444,Wayne County,MO,EDUCATION_HIGHSCHOOL,37.5
9445,Wayne County,MS,EDUCATION_HIGHSCHOOL,37.7
9446,Wayne County,NC,EDUCATION_HIGHSCHOOL,30.5
9447,Wayne County,NE,EDUCATION_HIGHSCHOOL,25.4
9448,Wayne County,NY,EDUCATION_HIGHSCHOOL,34.6
9449,Wayne County,OH,EDUCATION_HIGHSCHOOL,39.4
9450,Wayne County,PA,EDUCATION_HIGHSCHOOL,43.8
9451,Wayne County,TN,EDUCATION_HIGHSCHOOL,44.4
9452,Wayne County,UT,EDUCATION_HIGHSCHOOL,21.9
9453,Wayne County,WV,EDUCATION_HIGHSCHOOL,40.1
9454,Waynesboro city,VA,EDUCATION_HIGHSCHOOL,32.8
9455,Weakley County,TN,EDUCATION_HIGHSCHOOL,38.0
9456,Webb County,TX,EDUCATION_HIGHSCHOOL,26.4
9457,Weber County,UT,EDUCATION_HIGHSCHOOL,29.4
9458,Webster County,GA,EDUCATION_HIGHSCHOOL,44.8
9459,Webster County,IA,EDUCATION_HIGHSCHOOL,34.1
9460,Webster County,KY,EDUCATION_HIGHSCHOOL,46.1
9461,Webster County,MO,EDUCATION_HIGHSCHOOL,38.4
9462,Webster County,MS,EDUCATION_HIGHSCHOOL,36.8
9463,Webster County,NE,EDUCATION_HIGHSCHOOL,34.9
9464,Webster County,WV,EDUCATION_HIGHSCHOOL,49.7
9465,Webster Parish,LA,EDUCATION_HIGHSCHOOL,41.6
9466,Weld County,CO,EDUCATION_HIGHSCHOOL,27.5
9467,Wells County,IN,EDUCATION_HIGHSCHOOL,40.0
9468,Wells County,ND,EDUCATION_HIGHSCHOOL,34.2
9469,West Baton Rouge Parish,LA,EDUCATION_HIGHSCHOOL,38.8
9470,West Carroll Parish,LA,EDUCATION_HIGHSCHOOL,43.4
9471,West Feliciana Parish,LA,EDUCATION_HIGHSCHOOL,35.7
9472,Westchester County,NY,EDUCATION_HIGHSCHOOL,19.6
9473,Westmoreland County,PA,EDUCATION_HIGHSCHOOL,37.5
9474,Westmoreland County,VA,EDUCATION_HIGHSCHOOL,32.6
9475,Weston County,WY,EDUCATION_HIGHSCHOOL,35.8
9476,Wetzel County,WV,EDUCATION_HIGHSCHOOL,50.7
9477,Wexford County,MI,EDUCATION_HIGHSCHOOL,36.8
9478,Wharton County,TX,EDUCATION_HIGHSCHOOL,29.5
9479,Whatcom County,WA,EDUCATION_HIGHSCHOOL,23.3
9480,Wheatland County,MT,EDUCATION_HIGHSCHOOL,35.3
9481,Wheeler County,GA,EDUCATION_HIGHSCHOOL,48.7
9482,Wheeler County,NE,EDUCATION_HIGHSCHOOL,34.3
9483,Wheeler County,OR,EDUCATION_HIGHSCHOOL,37.1
9484,Wheeler County,TX,EDUCATION_HIGHSCHOOL,29.9
9485,White County,AR,EDUCATION_HIGHSCHOOL,38.4
9486,White County,GA,EDUCATION_HIGHSCHOOL,31.6
9487,White County,IL,EDUCATION_HIGHSCHOOL,38.4
9488,White County,IN,EDUCATION_HIGHSCHOOL,41.4
9489,White County,TN,EDUCATION_HIGHSCHOOL,43.4
9490,White Pine County,NV,EDUCATION_HIGHSCHOOL,37.9
9491,Whiteside County,IL,EDUCATION_HIGHSCHOOL,37.1
9492,Whitfield County,GA,EDUCATION_HIGHSCHOOL,28.9
9493,Whitley County,IN,EDUCATION_HIGHSCHOOL,39.7
9494,Whitley County,KY,EDUCATION_HIGHSCHOOL,37.3
9495,Whitman County,WA,EDUCATION_HIGHSCHOOL,16.1
9496,Wibaux County,MT,EDUCATION_HIGHSCHOOL,40.6
9497,Wichita County,KS,EDUCATION_HIGHSCHOOL,29.2
9498,Wichita County,TX,EDUCATION_HIGHSCHOOL,31.6
9499,Wicomico County,MD,EDUCATION_HIGHSCHOOL,32.5
9500,Wilbarger County,TX,EDUCATION_HIGHSCHOOL,33.7
9501,Wilcox County,AL,EDUCATION_HIGHSCHOOL,40.3
9502,Wilcox County,GA,EDUCATION_HIGHSCHOOL,48.4
9503,Wilkes County,GA,EDUCATION_HIGHSCHOOL,44.8
9504,Wilkes County,NC,EDUCATION_HIGHSCHOOL,31.5
9505,Wilkin County,MN,EDUCATION_HIGHSCHOOL,29.7
9506,Wilkinson County,GA,EDUCATION_HIGHSCHOOL,52.3
9507,Wilkinson County,MS,EDUCATION_HIGHSCHOOL,40.3
9508,Will County,IL,EDUCATION_HIGHSCHOOL,26.7
9509,Willacy County,TX,EDUCATION_HIGHSCHOOL,36.5
9510,Williams County,ND,EDUCATION_HIGHSCHOOL,26.4
9511,Williams County,OH,EDUCATION_HIGHSCHOOL,43.4
9512,Williamsburg County,SC,EDUCATION_HIGHSCHOOL,41.9
9513,Williamsburg city,VA,EDUCATION_HIGHSCHOOL,19.3
9514,Williamson County,IL,EDUCATION_HIGHSCHOOL,30.6
9515,Williamson County,TN,EDUCATION_HIGHSCHOOL,13.5
9516,Williamson County,TX,EDUCATION_HIGHSCHOOL,20.4
9517,Wilson County,KS,EDUCATION_HIGHSCHOOL,35.2
9518,Wilson County,NC,EDUCATION_HIGHSCHOOL,31.9
9519,Wilson County,TN,EDUCATION_HIGHSCHOOL,29.9
9520,Wilson County,TX,EDUCATION_HIGHSCHOOL,35.9
9521,Winchester city,VA,EDUCATION_HIGHSCHOOL,25.0
9522,Windham County,CT,EDUCATION_HIGHSCHOOL,33.0
9523,Windham County,VT,EDUCATION_HIGHSCHOOL,30.2
9524,Windsor County,VT,EDUCATION_HIGHSCHOOL,30.1
9525,Winkler County,TX,EDUCATION_HIGHSCHOOL,27.9
9526,Winn Parish,LA,EDUCATION_HIGHSCHOOL,43.8
9527,Winnebago County,IA,EDUCATION_HIGHSCHOOL,33.3
9528,Winnebago County,IL,EDUCATION_HIGHSCHOOL,32.0
9529,Winnebago County,WI,EDUCATION_HIGHSCHOOL,33.6
9530,Winneshiek County,IA,EDUCATION_HIGHSCHOOL,32.7
9531,Winona County,MN,EDUCATION_HIGHSCHOOL,27.4
9532,Winston County,AL,EDUCATION_HIGHSCHOOL,37.4
9533,Winston County,MS,EDUCATION_HIGHSCHOOL,32.5
9534,Wirt County,WV,EDUCATION_HIGHSCHOOL,43.2
9535,Wise County,TX,EDUCATION_HIGHSCHOOL,33.8
9536,Wise County,VA,EDUCATION_HIGHSCHOOL,30.7
9537,Wolfe County,KY,EDUCATION_HIGHSCHOOL,37.8
9538,Wood County,OH,EDUCATION_HIGHSCHOOL,31.1
9539,Wood County,TX,EDUCATION_HIGHSCHOOL,34.2
9540,Wood County,WI,EDUCATION_HIGHSCHOOL,37.7
9541,Wood County,WV,EDUCATION_HIGHSCHOOL,34.9
9542,Woodbury County,IA,EDUCATION_HIGHSCHOOL,32.2
9543,Woodford County,IL,EDUCATION_HIGHSCHOOL,32.1
9544,Woodford County,KY,EDUCATION_HIGHSCHOOL,27.5
9545,Woodruff County,AR,EDUCATION_HIGHSCHOOL,42.5
9546,Woods County,OK,EDUCATION_HIGHSCHOOL,29.8
9547,Woodson County,KS,EDUCATION_HIGHSCHOOL,36.5
9548,Woodward County,OK,EDUCATION_HIGHSCHOOL,40.7
9549,Worcester County,MA,EDUCATION_HIGHSCHOOL,28.1
9550,Worcester County,MD,EDUCATION_HIGHSCHOOL,31.6
9551,Worth County,GA,EDUCATION_HIGHSCHOOL,41.8
9552,Worth County,IA,EDUCATION_HIGHSCHOOL,37.2
9553,Worth County,MO,EDUCATION_HIGHSCHOOL,42.1
9554,Wrangell City and Borough,AK,EDUCATION_HIGHSCHOOL,37.6
9555,Wright County,IA,EDUCATION_HIGHSCHOOL,35.9
9556,Wright County,MN,EDUCATION_HIGHSCHOOL,29.1
9557,Wright County,MO,EDUCATION_HIGHSCHOOL,44.2
9558,Wyandot County,OH,EDUCATION_HIGHSCHOOL,46.2
9559,Wyandotte County,KS,EDUCATION_HIGHSCHOOL,32.6
9560,Wyoming County,NY,EDUCATION_HIGHSCHOOL,40.7
9561,Wyoming County,PA,EDUCATION_HIGHSCHOOL,47.4
9562,Wyoming County,WV,EDUCATION_HIGHSCHOOL,49.1
9563,Wythe County,VA,EDUCATION_HIGHSCHOOL,38.4
9564,Yabucoa Municipio,PR,EDUCATION_HIGHSCHOOL,25.0
9565,Yadkin County,NC,EDUCATION_HIGHSCHOOL,34.7
9566,Yakima County,WA,EDUCATION_HIGHSCHOOL,28.2
9567,Yakutat City and Borough,AK,EDUCATION_HIGHSCHOOL,38.4
9568,Yalobusha County,MS,EDUCATION_HIGHSCHOOL,38.5
9569,Yamhill County,OR,EDUCATION_HIGHSCHOOL,25.6
9570,Yancey County,NC,EDUCATION_HIGHSCHOOL,32.6
9571,Yankton County,SD,EDUCATION_HIGHSCHOOL,33.0
9572,Yates County,NY,EDUCATION_HIGHSCHOOL,34.0
9573,Yauco Municipio,PR,EDUCATION_HIGHSCHOOL,31.5
9574,Yavapai County,AZ,EDUCATION_HIGHSCHOOL,25.7
9575,Yazoo County,MS,EDUCATION_HIGHSCHOOL,37.2
9576,Yell County,AR,EDUCATION_HIGHSCHOOL,40.9
9577,Yellow Medicine County,MN,EDUCATION_HIGHSCHOOL,35.5
9578,Yellowstone County,MT,EDUCATION_HIGHSCHOOL,30.3
